Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Order_Day,Order_Month,Order_Year,Ship_Day,Ship_Month,Ship_Year,Shipping_Delay,Profit_Margin
7320,Ca-2017-100097,2017-11-26,2017-11-29,Second Class,Mn-17935,Michael Nguyen,Consumer,United States,New York City,New York,10009,East,Tec-Ph-10002310,Technology,Phones,Plantronics Calisto P620-M Usb Wireless Speakerphone System,979.95,5,0.0,264.59,26,November,2017,29,November,2017,3,0.27
7321,Ca-2017-100097,2017-11-26,2017-11-29,Second Class,Mn-17935,Michael Nguyen,Consumer,United States,New York City,New York,10009,East,Fur-Fu-10003623,Furniture,Furnishings,"Dataproducts Ampli Magnifier Task Lamp, Black,",135.3,5,0.0,37.88,26,November,2017,29,November,2017,3,0.28
7322,Ca-2017-167626,2017-03-09,2017-07-09,Standard Class,My-18295,Muhammed Yedwab,Corporate,United States,Chicago,Illinois,60623,Central,Off-Pa-10003424,Office Supplies,Paper,"""While You Were Out"" Message Book, One Form Per Page",8.9,3,0.2,3.34,9,March,2017,9,July,2017,122,0.38
7323,Ca-2017-167626,2017-03-09,2017-07-09,Standard Class,My-18295,Muhammed Yedwab,Corporate,United States,Chicago,Illinois,60623,Central,Tec-Ac-10004353,Technology,Accessories,Hypercom P1300 Pinpad,100.8,2,0.2,21.42,9,March,2017,9,July,2017,122,0.21
7324,Us-2017-126053,2017-05-12,2017-08-12,First Class,Cs-11950,Carlos Soltero,Consumer,United States,New York City,New York,10024,East,Fur-Fu-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,10.91,12,May,2017,12,August,2017,92,0.26
7325,Us-2017-126053,2017-05-12,2017-08-12,First Class,Cs-11950,Carlos Soltero,Consumer,United States,New York City,New York,10024,East,Off-La-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,9.45,3,0.0,4.54,12,May,2017,12,August,2017,92,0.48
7326,Us-2017-128447,2017-10-11,2017-11-17,Standard Class,Mc-17845,Michael Chen,Consumer,United States,Pasco,Washington,99301,West,Off-Ap-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",400.8,5,0.0,112.22,11,October,2017,17,November,2017,37,0.28
7327,Us-2017-128447,2017-10-11,2017-11-17,Standard Class,Mc-17845,Michael Chen,Consumer,United States,Pasco,Washington,99301,West,Off-Bi-10001543,Office Supplies,Binders,Gbc Velobinder Manual Binding System,28.79,1,0.2,10.08,11,October,2017,17,November,2017,37,0.35
7328,Us-2014-131275,2014-03-18,2014-03-24,Standard Class,Sc-20050,Sample Company A,Home Office,United States,Burbank,California,91505,West,Fur-Fu-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats For Medium Pile Carpets,111.0,2,0.0,14.43,18,March,2014,24,March,2014,6,0.13
7329,Us-2014-131275,2014-03-18,2014-03-24,Standard Class,Sc-20050,Sample Company A,Home Office,United States,Burbank,California,91505,West,Tec-Ma-10001148,Technology,Machines,Swingline Sm12-08 Microcut Jam Free Shredder,1279.97,4,0.2,415.99,18,March,2014,24,March,2014,6,0.32
7330,Us-2014-131275,2014-03-18,2014-03-24,Standard Class,Sc-20050,Sample Company A,Home Office,United States,Burbank,California,91505,West,Off-St-10000078,Office Supplies,Storage,Tennsco 6- And 18-Compartment Lockers,1856.19,7,0.0,334.11,18,March,2014,24,March,2014,6,0.18
7331,Ca-2016-149349,2016-12-11,2016-11-13,First Class,Sp-20650,Stephanie Phelps,Corporate,United States,Chicago,Illinois,60623,Central,Fur-Fu-10001037,Furniture,Furnishings,"Dax Charcoal/Nickel-Tone Document Frame, 5 X 7",22.75,6,0.6,-8.53,11,December,2016,13,November,2016,-28,-0.37
7332,Ca-2017-115119,2017-10-26,2017-10-30,Standard Class,Sc-20440,Shaun Chance,Corporate,United States,Lancaster,Pennsylvania,17602,East,Tec-Ph-10001433,Technology,Phones,Cisco Small Business Spa 502G Voip Phone,61.54,1,0.4,-13.33,26,October,2017,30,October,2017,4,-0.22
7333,Ca-2017-115119,2017-10-26,2017-10-30,Standard Class,Sc-20440,Shaun Chance,Corporate,United States,Lancaster,Pennsylvania,17602,East,Off-Bi-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" X 11""",81.44,7,0.7,-65.15,26,October,2017,30,October,2017,4,-0.8
7334,Ca-2015-125563,2015-11-04,2015-04-17,Standard Class,Pr-18880,Patrick Ryan,Consumer,United States,Tampa,Florida,33614,South,Fur-Fu-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,67.36,2,0.2,10.1,4,November,2015,17,April,2015,-201,0.15
7335,Ca-2015-125563,2015-11-04,2015-04-17,Standard Class,Pr-18880,Patrick Ryan,Consumer,United States,Tampa,Florida,33614,South,Fur-Fu-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",54.53,3,0.2,14.31,4,November,2015,17,April,2015,-201,0.26
7336,Ca-2015-113152,2015-12-25,2015-12-30,Standard Class,Jk-15625,Jim Karlsson,Consumer,United States,New York City,New York,10024,East,Tec-Ac-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,843.9,2,0.0,371.32,25,December,2015,30,December,2015,5,0.44
7337,Ca-2015-113152,2015-12-25,2015-12-30,Standard Class,Jk-15625,Jim Karlsson,Consumer,United States,New York City,New York,10024,East,Fur-Bo-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",449.57,2,0.2,56.2,25,December,2015,30,December,2015,5,0.13
7338,Ca-2017-165155,2017-09-21,2017-09-23,First Class,Bm-11575,Brendan Murry,Corporate,United States,Los Angeles,California,90045,West,Off-St-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",15.51,1,0.0,3.88,21,September,2017,23,September,2017,2,0.25
7339,Ca-2014-163412,2014-12-20,2014-12-23,Second Class,Sm-20950,Suzanne Mcnair,Corporate,United States,New York City,New York,10035,East,Fur-Ch-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,192.19,3,0.1,36.3,20,December,2014,23,December,2014,3,0.19
7340,Ca-2015-159590,2015-07-18,2015-07-21,First Class,Kc-16255,Karen Carlisle,Corporate,United States,New York City,New York,10009,East,Off-Ar-10003190,Office Supplies,Art,Newell 32,5.76,2,0.0,1.61,18,July,2015,21,July,2015,3,0.28
7341,Ca-2014-116190,2014-07-26,2014-01-08,Standard Class,Sg-20470,Sheri Gordon,Consumer,United States,Atlanta,Georgia,30318,South,Fur-Ch-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",67.88,2,0.0,18.33,26,July,2014,8,January,2014,-199,0.27
7342,Ca-2014-116190,2014-07-26,2014-01-08,Standard Class,Sg-20470,Sheri Gordon,Consumer,United States,Atlanta,Georgia,30318,South,Off-La-10002762,Office Supplies,Labels,Avery 485,162.89,13,0.0,76.56,26,July,2014,8,January,2014,-199,0.47
7343,Ca-2014-116190,2014-07-26,2014-01-08,Standard Class,Sg-20470,Sheri Gordon,Consumer,United States,Atlanta,Georgia,30318,South,Fur-Fu-10000719,Furniture,Furnishings,"Dax Cubicle Frames, 8-1/2 X 11",25.71,3,0.0,9.26,26,July,2014,8,January,2014,-199,0.36
7344,Ca-2014-168473,2014-12-26,2015-01-01,Standard Class,Tb-21520,Tracy Blumstein,Consumer,United States,New York City,New York,10009,East,Off-St-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88,6,0.0,19.19,26,December,2014,1,January,2015,6,0.1
7345,Ca-2017-168389,2017-11-12,2017-12-17,Standard Class,Dv-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,Fur-Ta-10004289,Furniture,Tables,Boxoffice By Design Rectangular And Half-Moon Meeting Room Tables,721.88,6,0.45,-420.0,12,November,2017,17,December,2017,35,-0.58
7346,Ca-2017-168389,2017-11-12,2017-12-17,Standard Class,Dv-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,Tec-Ph-10003555,Technology,Phones,Motorola Hk250 Universal Bluetooth Headset,73.57,4,0.2,-16.55,12,November,2017,17,December,2017,35,-0.22
7347,Ca-2017-168389,2017-11-12,2017-12-17,Standard Class,Dv-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,Off-Ar-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,13.58,1,0.2,1.36,12,November,2017,17,December,2017,35,0.1
7348,Ca-2017-168389,2017-11-12,2017-12-17,Standard Class,Dv-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,Fur-Ch-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",64.78,1,0.2,-12.15,12,November,2017,17,December,2017,35,-0.19
7349,Ca-2014-130421,2014-03-03,2014-07-03,Standard Class,Sc-20020,Sam Craven,Consumer,United States,Houston,Texas,77095,Central,Off-Ap-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,176.77,3,0.8,-459.61,3,March,2014,3,July,2014,122,-2.6
7350,Ca-2017-142125,2017-10-21,2017-10-27,Standard Class,Jb-15400,Jennifer Braxton,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Off-Bi-10000301,Office Supplies,Binders,Gbc Instant Report Kit,38.82,6,0.0,19.41,21,October,2017,27,October,2017,6,0.5
7351,Ca-2017-142125,2017-10-21,2017-10-27,Standard Class,Jb-15400,Jennifer Braxton,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Off-Bi-10003460,Office Supplies,Binders,Acco 3-Hole Punch,21.9,5,0.0,10.51,21,October,2017,27,October,2017,6,0.48
7352,Ca-2017-141138,2017-10-11,2017-11-16,Standard Class,Gh-14425,Gary Hwang,Consumer,United States,Modesto,California,95351,West,Tec-Ac-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 Gb Usb 2.0 Flash Drive,111.79,7,0.0,43.6,11,October,2017,16,November,2017,36,0.39
7353,Ca-2017-152135,2017-03-16,2017-03-18,Second Class,Mg-17650,Matthew Grinstein,Home Office,United States,Lakewood,Ohio,44107,East,Tec-Ph-10003505,Technology,Phones,Geemarc Amplipower60,445.44,8,0.4,-81.66,16,March,2017,18,March,2017,2,-0.18
7354,Ca-2016-151974,2016-09-22,2016-09-29,Standard Class,Rd-19660,Robert Dilbeck,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Off-La-10004484,Office Supplies,Labels,Avery 476,16.52,5,0.2,5.37,22,September,2016,29,September,2016,7,0.33
7355,Ca-2017-154102,2017-06-02,2017-02-13,Standard Class,Sn-20560,Skye Norling,Home Office,United States,San Francisco,California,94109,West,Off-Pa-10001593,Office Supplies,Paper,Xerox 1947,29.9,5,0.0,13.46,2,June,2017,13,February,2017,-109,0.45
7356,Ca-2015-139780,2015-12-31,2016-02-01,Second Class,Ah-10690,Anna Häberlin,Corporate,United States,Detroit,Michigan,48205,Central,Off-Bi-10004139,Office Supplies,Binders,Fellowes Presentation Covers For Comb Binding Machines,116.4,8,0.0,52.38,31,December,2015,1,February,2016,32,0.45
7357,Ca-2016-114748,2016-09-10,2016-10-14,Standard Class,Mz-17335,Maria Zettner,Home Office,United States,Phoenix,Arizona,85023,West,Off-Ar-10001315,Office Supplies,Art,Newell 310,1.41,1,0.2,0.16,10,September,2016,14,October,2016,34,0.11
7358,Ca-2016-114748,2016-09-10,2016-10-14,Standard Class,Mz-17335,Maria Zettner,Home Office,United States,Phoenix,Arizona,85023,West,Fur-Fu-10001488,Furniture,Furnishings,"Tenex 46"" X 60"" Computer Anti-Static Chairmat, Rectangular Shaped",169.57,2,0.2,0.0,10,September,2016,14,October,2016,34,0.0
7359,Us-2014-115189,2014-12-30,2015-03-01,Second Class,Ar-10345,Alex Russell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Tec-Ph-10002170,Technology,Phones,Clearsounds Csc500 Amplified Spirit Phone Corded Phone,251.96,6,0.4,-50.39,30,December,2014,1,March,2015,61,-0.2
7360,Us-2014-115189,2014-12-30,2015-03-01,Second Class,Ar-10345,Alex Russell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Fur-Ta-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,523.76,3,0.4,-192.05,30,December,2014,1,March,2015,61,-0.37
7361,Ca-2016-163594,2016-12-04,2016-04-14,First Class,Jf-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,Off-Pa-10000809,Office Supplies,Paper,Xerox 206,19.44,3,0.0,9.33,4,December,2016,14,April,2016,-234,0.48
7362,Ca-2016-163594,2016-12-04,2016-04-14,First Class,Jf-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,Fur-Ch-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",194.35,3,0.2,-36.44,4,December,2016,14,April,2016,-234,-0.19
7363,Ca-2016-163594,2016-12-04,2016-04-14,First Class,Jf-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,Off-Bi-10003707,Office Supplies,Binders,Aluminum Screw Posts,36.62,3,0.2,13.73,4,December,2016,14,April,2016,-234,0.37
7364,Ca-2016-127243,2016-11-28,2016-04-12,Standard Class,Ds-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Tec-Ph-10004539,Technology,Phones,Wireless Extenders Zboost Yx545 Soho Signal Booster,340.18,3,0.4,-73.71,28,November,2016,12,April,2016,-230,-0.22
7365,Ca-2016-127243,2016-11-28,2016-04-12,Standard Class,Ds-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Off-Fa-10004076,Office Supplies,Fasteners,Translucent Push Pins By Oic,12.67,8,0.2,2.69,28,November,2016,12,April,2016,-230,0.21
7366,Ca-2016-127243,2016-11-28,2016-04-12,Standard Class,Ds-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Off-Bi-10003166,Office Supplies,Binders,Gbc Plasticlear Binding Covers,6.89,2,0.7,-5.05,28,November,2016,12,April,2016,-230,-0.73
7367,Ca-2016-127243,2016-11-28,2016-04-12,Standard Class,Ds-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Off-St-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,32.54,2,0.2,-7.73,28,November,2016,12,April,2016,-230,-0.24
7368,Ca-2016-127243,2016-11-28,2016-04-12,Standard Class,Ds-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Fur-Ch-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.8,7,0.3,-24.84,28,November,2016,12,April,2016,-230,-0.07
7369,Ca-2017-161851,2017-04-15,2017-04-17,First Class,Bp-11095,Bart Pistole,Corporate,United States,Miami,Florida,33180,South,Off-Bi-10004654,Office Supplies,Binders,Varicap6 Expandable Binder,15.57,3,0.7,-11.94,15,April,2017,17,April,2017,2,-0.77
7370,Ca-2015-110345,2015-09-03,2015-11-03,Second Class,Tg-21310,Toby Gnade,Consumer,United States,Raleigh,North Carolina,27604,South,Off-La-10001175,Office Supplies,Labels,Avery 514,4.61,2,0.2,1.67,3,September,2015,3,November,2015,61,0.36
7371,Ca-2014-107769,2014-10-28,2014-01-11,Standard Class,Bt-11395,Bill Tyler,Corporate,United States,Garden City,Kansas,67846,Central,Tec-Ph-10001336,Technology,Phones,Digium D40 Voip Phone,257.98,2,0.0,74.81,28,October,2014,11,January,2014,-290,0.29
7372,Us-2017-123862,2017-07-01,2017-09-01,Second Class,Jf-15190,Jamie Frazer,Consumer,United States,Long Beach,California,90805,West,Off-St-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,153.78,11,0.0,44.6,1,July,2017,1,September,2017,62,0.29
7373,Us-2017-123862,2017-07-01,2017-09-01,Second Class,Jf-15190,Jamie Frazer,Consumer,United States,Long Beach,California,90805,West,Off-St-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,61.02,3,0.0,0.61,1,July,2017,1,September,2017,62,0.01
7374,Us-2017-123862,2017-07-01,2017-09-01,Second Class,Jf-15190,Jamie Frazer,Consumer,United States,Long Beach,California,90805,West,Off-Su-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors With Colored Handles,110.11,7,0.0,31.93,1,July,2017,1,September,2017,62,0.29
7375,Us-2017-123862,2017-07-01,2017-09-01,Second Class,Jf-15190,Jamie Frazer,Consumer,United States,Long Beach,California,90805,West,Off-Fa-10003112,Office Supplies,Fasteners,Staples,7.89,1,0.0,3.55,1,July,2017,1,September,2017,62,0.45
7376,Ca-2017-100580,2017-08-13,2017-08-20,Standard Class,Mk-17905,Michael Kennedy,Corporate,United States,San Diego,California,92037,West,Off-Bi-10000069,Office Supplies,Binders,"Gbc Prepunched Paper, 19-Hole, For Binding Systems, 24-Lb",36.02,3,0.2,11.71,13,August,2017,20,August,2017,7,0.33
7377,Us-2017-145597,2017-02-11,2017-05-11,First Class,Gg-14650,Greg Guthrie,Corporate,United States,Bloomington,Illinois,61701,Central,Off-Ar-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,54.34,4,0.2,5.43,11,February,2017,11,May,2017,89,0.1
7378,Ca-2014-132787,2014-09-19,2014-09-23,Standard Class,Mc-18130,Mike Caudle,Corporate,United States,Seattle,Washington,98115,West,Off-St-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,6,0.0,24.98,19,September,2014,23,September,2014,4,0.27
7379,Ca-2015-136224,2015-05-31,2015-05-31,Same Day,Ml-18265,Muhammed Lee,Consumer,United States,Fayetteville,North Carolina,28314,South,Off-Ar-10003504,Office Supplies,Art,Newell 347,10.27,3,0.2,1.16,31,May,2015,31,May,2015,0,0.11
7380,Ca-2016-105732,2016-09-13,2016-09-18,Standard Class,Ag-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,Off-St-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",40.74,3,0.0,0.41,13,September,2016,18,September,2016,5,0.01
7381,Ca-2016-105732,2016-09-13,2016-09-18,Standard Class,Ag-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,Off-La-10004559,Office Supplies,Labels,Avery 49,14.4,5,0.0,7.06,13,September,2016,18,September,2016,5,0.49
7382,Ca-2016-105732,2016-09-13,2016-09-18,Standard Class,Ag-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,Tec-Ph-10001644,Technology,Phones,"Bluelounge Milo Smartphone Stand, White/Metallic",149.95,5,0.0,41.99,13,September,2016,18,September,2016,5,0.28
7383,Ca-2016-105732,2016-09-13,2016-09-18,Standard Class,Ag-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,Off-Su-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",16.9,2,0.0,5.07,13,September,2016,18,September,2016,5,0.3
7384,Ca-2016-105732,2016-09-13,2016-09-18,Standard Class,Ag-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,Off-Pa-10002250,Office Supplies,Paper,Things To Do Today Pad,17.61,3,0.0,8.45,13,September,2016,18,September,2016,5,0.48
7385,Ca-2016-105732,2016-09-13,2016-09-18,Standard Class,Ag-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,Off-Ap-10001394,Office Supplies,Appliances,Harmony Air Purifier,378.0,2,0.0,136.08,13,September,2016,18,September,2016,5,0.36
7386,Ca-2016-105732,2016-09-13,2016-09-18,Standard Class,Ag-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,Off-Pa-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",17.64,3,0.0,8.64,13,September,2016,18,September,2016,5,0.49
7387,Ca-2016-105732,2016-09-13,2016-09-18,Standard Class,Ag-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,Off-St-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",373.08,6,0.0,100.73,13,September,2016,18,September,2016,5,0.27
7388,Ca-2016-105732,2016-09-13,2016-09-18,Standard Class,Ag-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,Fur-Fu-10003664,Furniture,Furnishings,"Electrix Architect'S Clamp-On Swing Arm Lamp, Black",1336.44,14,0.0,387.57,13,September,2016,18,September,2016,5,0.29
7389,Ca-2016-105732,2016-09-13,2016-09-18,Standard Class,Ag-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,Tec-Ph-10004897,Technology,Phones,Mediabridge Sport Armband Iphone 5S,29.97,3,0.0,0.3,13,September,2016,18,September,2016,5,0.01
7390,Ca-2017-108035,2017-11-29,2017-03-12,Standard Class,Tt-21070,Ted Trevino,Consumer,United States,Chattanooga,Tennessee,37421,South,Fur-Ch-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",390.37,2,0.2,48.8,29,November,2017,12,March,2017,-262,0.13
7391,Ca-2017-108035,2017-11-29,2017-03-12,Standard Class,Tt-21070,Ted Trevino,Consumer,United States,Chattanooga,Tennessee,37421,South,Fur-Fu-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",101.52,5,0.2,19.04,29,November,2017,12,March,2017,-262,0.19
7392,Ca-2017-160031,2017-04-12,2017-07-12,Second Class,Lt-16765,Larry Tron,Consumer,United States,Fairfield,Ohio,45014,East,Off-Pa-10000241,Office Supplies,Paper,"Ibm Multi-Purpose Copy Paper, 8 1/2 X 11"", Case",74.35,3,0.2,23.24,12,April,2017,12,July,2017,91,0.31
7393,Ca-2017-147844,2017-02-05,2017-06-05,Standard Class,Dd-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,90049,West,Off-Pa-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.7,5,0.0,7.06,5,February,2017,5,June,2017,120,0.45
7394,Ca-2017-147844,2017-02-05,2017-06-05,Standard Class,Dd-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,90049,West,Off-Ar-10001615,Office Supplies,Art,Newell 34,59.52,3,0.0,15.48,5,February,2017,5,June,2017,120,0.26
7395,Ca-2017-147844,2017-02-05,2017-06-05,Standard Class,Dd-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,90049,West,Off-Pa-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” X 11”",34.4,5,0.0,15.82,5,February,2017,5,June,2017,120,0.46
7396,Ca-2016-110975,2016-12-25,2016-12-30,Standard Class,Db-12970,Darren Budd,Corporate,United States,New York City,New York,10024,East,Fur-Ta-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",313.18,2,0.4,-120.05,25,December,2016,30,December,2016,5,-0.38
7397,Ca-2016-110975,2016-12-25,2016-12-30,Standard Class,Db-12970,Darren Budd,Corporate,United States,New York City,New York,10024,East,Fur-Ch-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,866.65,3,0.1,173.33,25,December,2016,30,December,2016,5,0.2
7398,Ca-2014-141649,2014-09-30,2014-09-30,Same Day,Dm-12955,Dario Medina,Corporate,United States,Fairfield,Ohio,45014,East,Off-Ap-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,795.41,6,0.2,59.66,30,September,2014,30,September,2014,0,0.08
7399,Ca-2014-124807,2014-12-07,2014-07-15,Second Class,Me-17725,Max Engle,Consumer,United States,Chicago,Illinois,60610,Central,Off-Pa-10001526,Office Supplies,Paper,Xerox 1949,35.86,9,0.2,13.0,7,December,2014,15,July,2014,-145,0.36
7400,Ca-2014-124807,2014-12-07,2014-07-15,Second Class,Me-17725,Max Engle,Consumer,United States,Chicago,Illinois,60610,Central,Tec-Ac-10002857,Technology,Accessories,"Verbatim 25 Gb 6X Blu-Ray Single Layer Recordable Disc, 1/Pack",23.84,4,0.2,3.28,7,December,2014,15,July,2014,-145,0.14
7401,Ca-2016-110009,2016-08-09,2016-09-13,Standard Class,Tr-21325,Toby Ritter,Consumer,United States,Seattle,Washington,98103,West,Fur-Fu-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",43.13,1,0.0,14.66,9,August,2016,13,September,2016,35,0.34
7402,Ca-2016-110009,2016-08-09,2016-09-13,Standard Class,Tr-21325,Toby Ritter,Consumer,United States,Seattle,Washington,98103,West,Off-Pa-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" X 9"", Gregg Ruled",30.87,7,0.0,14.2,9,August,2016,13,September,2016,35,0.46
7403,Ca-2017-168172,2017-06-08,2017-10-08,Standard Class,Sh-20395,Shahid Hopkins,Consumer,United States,New York City,New York,10011,East,Off-Su-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",70.12,4,0.0,21.04,8,June,2017,8,October,2017,122,0.3
7404,Ca-2015-100146,2015-05-14,2015-05-19,Standard Class,Cb-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,Fur-Bo-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",509.96,5,0.15,42.0,14,May,2015,19,May,2015,5,0.08
7405,Ca-2015-100146,2015-05-14,2015-05-19,Standard Class,Cb-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,Fur-Fu-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,122.91,3,0.0,34.41,14,May,2015,19,May,2015,5,0.28
7406,Ca-2015-100146,2015-05-14,2015-05-19,Standard Class,Cb-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,Fur-Ch-10003833,Furniture,Chairs,Novimex Fabric Task Chair,97.57,2,0.2,-6.1,14,May,2015,19,May,2015,5,-0.06
7407,Ca-2015-100146,2015-05-14,2015-05-19,Standard Class,Cb-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,Fur-Ch-10004495,Furniture,Chairs,"Global Leather And Oak Executive Chair, Black",722.35,3,0.2,81.26,14,May,2015,19,May,2015,5,0.11
7408,Ca-2017-152079,2017-01-20,2017-01-21,First Class,Ml-17410,Maris Laware,Consumer,United States,Chicago,Illinois,60653,Central,Off-La-10001613,Office Supplies,Labels,Avery File Folder Labels,11.52,5,0.2,4.18,20,January,2017,21,January,2017,1,0.36
7409,Ca-2016-129728,2016-05-30,2016-06-06,Standard Class,Jg-15310,Jason Gross,Corporate,United States,Los Angeles,California,90032,West,Fur-Fu-10003247,Furniture,Furnishings,36X48 Hardfloor Chairmat,167.84,8,0.0,11.75,30,May,2016,6,June,2016,7,0.07
7410,Ca-2014-121769,2014-08-04,2014-12-04,Standard Class,Js-15880,John Stevenson,Consumer,United States,Toledo,Ohio,43615,East,Fur-Ta-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,172.11,1,0.4,-94.66,4,August,2014,4,December,2014,122,-0.55
7411,Ca-2014-103058,2014-07-23,2014-07-24,First Class,Ag-10270,Alejandro Grove,Consumer,United States,New York City,New York,10011,East,Tec-Ac-10001314,Technology,Accessories,Case Logic 2.4Ghz Wireless Keyboard,99.98,2,0.0,8.0,23,July,2014,24,July,2014,1,0.08
7412,Ca-2017-121125,2017-05-30,2017-03-06,Standard Class,Mg-17890,Michael Granlund,Home Office,United States,Tigard,Oregon,97224,West,Tec-Ph-10001619,Technology,Phones,Lg G3,156.79,1,0.2,17.64,30,May,2017,6,March,2017,-85,0.11
